ID;CODIGO_LOCALIDAD;NOMBRE_LOCALIDAD;CODIGO_UPZ;NOMBRE_UPZ;NOMBRE_BARRIO;DESTINO_SHD;ESTRATO;ANIO_GRAVABLE;TOTAL_PREDIOS;TOTAL_PREDIOS_OBLIGADOS;TOTAL_PREDIOS_NO_OBLIGADOS;TOTAL_PREDIOS_OPORTUNOS;TOTAL_PREDIOS_EXTEMPORANEOS;TOTAL_PREDIOS_MOROSOS;TOTAL_PREDIOS_NO-DECLARAN;TOTAL_PAGADO
159455;19;CIUDAD BOLIVAR;70;JERUSALEM;ARBORIZADORA ALTA  II;66;0;2022;119;0;119;0;0;0;0;
159456;19;CIUDAD BOLIVAR;70;JERUSALEM;ARBORIZADORA ALTA  II;67;0;2022;20;4;16;2;1;0;1;3894000
159457;19;CIUDAD BOLIVAR;70;JERUSALEM;ARBORIZADORA ALTA I;61;1;2022;666;659;7;508;20;138;2;25636000
159458;19;CIUDAD BOLIVAR;70;JERUSALEM;ARBORIZADORA ALTA I;62;0;2022;8;8;0;6;0;2;0;2171000
159459;19;CIUDAD BOLIVAR;70;JERUSALEM;ARBORIZADORA ALTA I;66;0;2022;69;1;68;0;0;1;0;
159460;19;CIUDAD BOLIVAR;70;JERUSALEM;ARBORIZADORA ALTA I;67;0;2022;91;11;80;3;0;5;3;2076000
159461;19;CIUDAD BOLIVAR;70;JERUSALEM;ARBORIZADORA ALTA I;70;0;2022;42;0;42;0;0;0;0;
159462;19;CIUDAD BOLIVAR;70;JERUSALEM;BELLAVISTA;61;1;2022;1290;1285;5;1063;12;213;3;131509000
159463;19;CIUDAD BOLIVAR;70;JERUSALEM;BELLAVISTA;62;0;2022;115;115;0;86;0;29;2;77055000
159464;19;CIUDAD BOLIVAR;70;JERUSALEM;BELLAVISTA;64;0;2022;3;3;0;0;0;3;0;
159465;19;CIUDAD BOLIVAR;70;JERUSALEM;BELLAVISTA;66;0;2022;15;12;3;5;0;4;3;7755000
159466;19;CIUDAD BOLIVAR;70;JERUSALEM;BELLAVISTA;67;0;2022;3;3;0;0;0;3;0;
159467;19;CIUDAD BOLIVAR;70;JERUSALEM;BELLAVISTA;70;0;2022;5;5;0;0;0;5;0;
159468;19;CIUDAD BOLIVAR;70;JERUSALEM;CERRO COLORADO;61;1;2022;1;1;0;0;0;1;0;
159469;19;CIUDAD BOLIVAR;70;JERUSALEM;CERRO COLORADO;61;2;2022;3;3;0;0;0;3;0;
159470;19;CIUDAD BOLIVAR;70;JERUSALEM;CERRO COLORADO;62;0;2022;1;1;0;0;1;0;0;13000
159471;19;CIUDAD BOLIVAR;70;JERUSALEM;CERRO COLORADO;64;0;2022;3;3;0;0;0;2;1;
159472;19;CIUDAD BOLIVAR;70;JERUSALEM;CERRO COLORADO;67;0;2022;2;2;0;0;0;2;0;
159473;19;CIUDAD BOLIVAR;70;JERUSALEM;CERRO COLORADO;70;0;2022;1;1;0;1;0;0;0;2996000
159474;19;CIUDAD BOLIVAR;70;JERUSALEM;CIUDAD BOLIVAR;61;1;2022;1;0;1;0;0;0;0;
159475;19;CIUDAD BOLIVAR;70;JERUSALEM;CIUDAD BOLIVAR;62;0;2022;1;1;0;0;0;1;0;
159476;19;CIUDAD BOLIVAR;70;JERUSALEM;CIUDAD BOLIVAR;66;0;2022;1;1;0;0;0;1;0;
159477;19;CIUDAD BOLIVAR;70;JERUSALEM;JERUSALEN;61;1;2022;1182;1175;7;991;13;174;3;102536000
159478;19;CIUDAD BOLIVAR;70;JERUSALEM;JERUSALEN;62;0;2022;80;80;0;66;2;17;0;61536000
159479;19;CIUDAD BOLIVAR;70;JERUSALEM;JERUSALEN;64;0;2022;5;5;0;3;0;2;0;1263000
159480;19;CIUDAD BOLIVAR;70;JERUSALEM;JERUSALEN;66;0;2022;17;12;5;5;0;5;2;8906000
159481;19;CIUDAD BOLIVAR;70;JERUSALEM;JERUSALEN;67;0;2022;5;5;0;1;0;4;1;294000
159482;19;CIUDAD BOLIVAR;70;JERUSALEM;JERUSALEN;70;0;2022;1;0;1;0;0;0;0;
159483;19;CIUDAD BOLIVAR;70;JERUSALEM;LA PRADERA;61;1;2022;1713;1707;6;1428;18;267;6;186227000
159484;19;CIUDAD BOLIVAR;70;JERUSALEM;LA PRADERA;62;0;2022;241;241;0;173;3;66;1;184384000
159485;19;CIUDAD BOLIVAR;70;JERUSALEM;LA PRADERA;64;0;2022;4;4;0;4;0;0;0;6906000
159486;19;CIUDAD BOLIVAR;70;JERUSALEM;LA PRADERA;66;0;2022;25;12;13;3;0;9;0;27184000
159487;19;CIUDAD BOLIVAR;70;JERUSALEM;LA PRADERA;67;0;2022;8;5;3;1;0;4;0;3775000
159488;19;CIUDAD BOLIVAR;70;JERUSALEM;LA PRADERA;70;0;2022;1;0;1;0;0;0;0;
159489;19;CIUDAD BOLIVAR;70;JERUSALEM;LAS BRISAS;61;1;2022;1563;1555;8;1271;24;262;6;150404000
159490;19;CIUDAD BOLIVAR;70;JERUSALEM;LAS BRISAS;62;0;2022;322;322;0;228;4;93;3;249497000
159491;19;CIUDAD BOLIVAR;70;JERUSALEM;LAS BRISAS;64;0;2022;1;1;0;0;0;1;0;
159492;19;CIUDAD BOLIVAR;70;JERUSALEM;LAS BRISAS;66;0;2022;57;22;35;6;0;15;1;17555000
159493;19;CIUDAD BOLIVAR;70;JERUSALEM;LAS BRISAS;67;0;2022;6;6;0;0;1;5;0;63032000
159494;19;CIUDAD BOLIVAR;70;JERUSALEM;LAS BRISAS;70;0;2022;22;9;13;3;0;6;0;1286000
159495;19;CIUDAD BOLIVAR;70;JERUSALEM;LAS MANAS;61;1;2022;254;244;10;183;3;56;3;8353000
159496;19;CIUDAD BOLIVAR;70;JERUSALEM;LAS MANAS;62;0;2022;21;21;0;19;0;2;0;9465000
159497;19;CIUDAD BOLIVAR;70;JERUSALEM;LAS MANAS;64;0;2022;1;1;0;1;0;0;0;312000
159498;19;CIUDAD BOLIVAR;70;JERUSALEM;LAS MANAS;66;0;2022;37;2;35;1;0;1;0;484000
159499;19;CIUDAD BOLIVAR;70;JERUSALEM;LAS MANAS;67;0;2022;5;4;1;0;0;1;3;
159500;19;CIUDAD BOLIVAR;70;JERUSALEM;LAS MANAS;70;0;2022;2;0;2;0;0;0;0;
159501;19;CIUDAD BOLIVAR;70;JERUSALEM;LOS LAURELES II;61;1;2022;185;184;1;150;8;27;0;8223000
159502;19;CIUDAD BOLIVAR;70;JERUSALEM;LOS LAURELES II;62;0;2022;3;3;0;2;0;1;0;876000
159503;19;CIUDAD BOLIVAR;70;JERUSALEM;LOS LAURELES II;64;0;2022;1;1;0;0;0;1;0;
159504;19;CIUDAD BOLIVAR;70;JERUSALEM;LOS LAURELES II;66;0;2022;17;0;17;0;0;0;0;
159505;19;CIUDAD BOLIVAR;70;JERUSALEM;POTOSI;61;1;2022;1723;1676;47;1276;35;367;7;70622000
159506;19;CIUDAD BOLIVAR;70;JERUSALEM;POTOSI;62;0;2022;100;99;1;61;2;36;1;31807000
159507;19;CIUDAD BOLIVAR;70;JERUSALEM;POTOSI;64;0;2022;2;2;0;2;0;0;0;366000
159508;19;CIUDAD BOLIVAR;70;JERUSALEM;POTOSI;66;0;2022;73;34;39;14;0;20;1;27430000
159509;19;CIUDAD BOLIVAR;70;JERUSALEM;POTOSI;67;0;2022;12;11;1;3;0;8;0;3177000
159510;19;CIUDAD BOLIVAR;70;JERUSALEM;POTOSI;70;0;2022;53;35;18;3;0;31;1;114000
159511;19;CIUDAD BOLIVAR;70;JERUSALEM;VERONA;61;1;2022;480;426;54;337;14;83;1;42594000
159512;19;CIUDAD BOLIVAR;70;JERUSALEM;VERONA;61;2;2022;1014;1011;3;896;8;112;2;102867000
159513;19;CIUDAD BOLIVAR;70;JERUSALEM;VERONA;62;0;2022;224;224;0;186;5;37;0;261747000
159514;19;CIUDAD BOLIVAR;70;JERUSALEM;VERONA;64;0;2022;6;6;0;5;0;1;0;5388000
159515;19;CIUDAD BOLIVAR;70;JERUSALEM;VERONA;66;0;2022;56;18;38;12;0;6;0;218343000
159516;19;CIUDAD BOLIVAR;70;JERUSALEM;VERONA;67;0;2022;8;7;1;2;0;2;3;1126000
159517;19;CIUDAD BOLIVAR;70;JERUSALEM;VERONA;70;0;2022;1;0;1;0;0;0;0;
159518;19;CIUDAD BOLIVAR;70;JERUSALEM;VILLA CANDELARIA;61;1;2022;437;437;0;337;13;86;3;27276000
159519;19;CIUDAD BOLIVAR;70;JERUSALEM;VILLA CANDELARIA;61;2;2022;927;927;0;793;10;122;3;50457000
159520;19;CIUDAD BOLIVAR;70;JERUSALEM;VILLA CANDELARIA;62;0;2022;31;30;1;28;0;2;0;16070000
159521;19;CIUDAD BOLIVAR;70;JERUSALEM;VILLA CANDELARIA;64;0;2022;5;5;0;3;0;2;0;976000
159522;19;CIUDAD BOLIVAR;70;JERUSALEM;VILLA CANDELARIA;66;0;2022;42;0;42;0;0;0;0;
159523;19;CIUDAD BOLIVAR;70;JERUSALEM;VILLA CANDELARIA;67;0;2022;36;35;1;1;0;23;11;280000
159524;19;CIUDAD BOLIVAR;70;JERUSALEM;VILLA CANDELARIA;70;0;2022;14;2;12;0;0;2;0;
159525;20;SUMAPAZ;0;NO REGISTRA;NO REGISTRA;71;0;2022;17;17;0;1;0;0;16;151000
159526;20;SUMAPAZ;0;NO REGISTRA;BETANIA;61;1;2022;6;6;0;2;0;2;2;62000
159527;20;SUMAPAZ;0;NO REGISTRA;BETANIA;61;2;2022;3;3;0;2;0;1;0;82000
159528;20;SUMAPAZ;0;NO REGISTRA;BETANIA;61;3;2022;1;1;0;1;0;0;0;82000
159529;20;SUMAPAZ;0;NO REGISTRA;BETANIA;66;0;2022;9;2;7;0;0;1;1;
159530;20;SUMAPAZ;0;NO REGISTRA;BETANIA;69;0;2022;75;75;0;35;1;29;10;2770000
159531;20;SUMAPAZ;0;NO REGISTRA;BETANIA;71;0;2022;33;32;1;21;0;10;1;734000
159532;20;SUMAPAZ;0;NO REGISTRA;CAPITOLIO;61;0;2022;25;25;0;10;0;2;13;427000
159533;20;SUMAPAZ;0;NO REGISTRA;CAPITOLIO;61;1;2022;1;1;0;0;0;0;1;
159534;20;SUMAPAZ;0;NO REGISTRA;CAPITOLIO;66;0;2022;1;0;1;0;0;0;0;
159535;20;SUMAPAZ;0;NO REGISTRA;CAPITOLIO;69;0;2022;14;14;0;7;0;7;0;597000
159536;20;SUMAPAZ;0;NO REGISTRA;CAPITOLIO;71;0;2022;22;22;0;12;0;10;0;580000
159537;20;SUMAPAZ;0;NO REGISTRA;CHORRERAS;61;0;2022;3;3;0;1;1;0;1;217000
159538;20;SUMAPAZ;0;NO REGISTRA;CHORRERAS;61;1;2022;1;1;0;0;0;1;0;
159539;20;SUMAPAZ;0;NO REGISTRA;CHORRERAS;66;0;2022;1;0;1;0;0;0;0;
159540;20;SUMAPAZ;0;NO REGISTRA;CHORRERAS;69;0;2022;16;16;0;9;0;7;0;1424000
159541;20;SUMAPAZ;0;NO REGISTRA;CHORRERAS;71;0;2022;11;11;0;6;0;4;1;400000
159542;20;SUMAPAZ;0;NO REGISTRA;CONCEPCION;61;0;2022;4;4;0;2;0;0;2;72000
159543;20;SUMAPAZ;0;NO REGISTRA;CONCEPCION;66;0;2022;1;0;1;0;0;0;0;
159544;20;SUMAPAZ;0;NO REGISTRA;CONCEPCION;69;0;2022;17;17;0;5;1;9;2;1492000
159545;20;SUMAPAZ;0;NO REGISTRA;CONCEPCION;71;0;2022;31;31;0;13;0;19;0;2242000
159546;20;SUMAPAZ;0;NO REGISTRA;EL ITSMO;61;0;2022;1;1;0;0;0;0;1;
159547;20;SUMAPAZ;0;NO REGISTRA;EL ITSMO;69;0;2022;15;15;0;9;0;4;2;823000
159548;20;SUMAPAZ;0;NO REGISTRA;EL ITSMO;71;0;2022;19;19;0;10;0;6;3;97000
159549;20;SUMAPAZ;0;NO REGISTRA;EL TABACO;61;2;2022;1;1;0;0;0;0;1;
159550;20;SUMAPAZ;0;NO REGISTRA;EL TABACO;69;0;2022;29;29;0;16;0;9;4;2335000
159551;20;SUMAPAZ;0;NO REGISTRA;EL TABACO;71;0;2022;11;11;0;7;1;3;0;6470000
159552;20;SUMAPAZ;0;NO REGISTRA;EL TOLDO;61;0;2022;11;11;0;4;0;1;6;983000
159553;20;SUMAPAZ;0;NO REGISTRA;EL TOLDO;62;0;2022;1;1;0;1;0;0;0;212000
159554;20;SUMAPAZ;0;NO REGISTRA;EL TOLDO;66;0;2022;1;0;1;0;0;0;0;
159555;20;SUMAPAZ;0;NO REGISTRA;EL TOLDO;69;0;2022;10;10;0;2;0;5;3;325000
159556;20;SUMAPAZ;0;NO REGISTRA;EL TOLDO;71;0;2022;30;30;0;10;1;17;2;2611000
159557;20;SUMAPAZ;0;NO REGISTRA;LA UNION;61;0;2022;6;6;0;5;0;0;1;225000
159558;20;SUMAPAZ;0;NO REGISTRA;LA UNION;69;0;2022;16;16;0;11;1;4;0;991000
159559;20;SUMAPAZ;0;NO REGISTRA;LA UNION;71;0;2022;3;3;0;2;0;1;0;22000
159560;20;SUMAPAZ;0;NO REGISTRA;LA UNION URBANO;61;1;2022;19;15;4;6;1;7;1;354000
159561;20;SUMAPAZ;0;NO REGISTRA;LA UNION URBANO;61;2;2022;7;6;1;2;0;4;0;78000
159562;20;SUMAPAZ;0;NO REGISTRA;LA UNION URBANO;61;3;2022;3;3;0;2;0;1;0;114000
159563;20;SUMAPAZ;0;NO REGISTRA;LA UNION URBANO;62;0;2022;5;5;0;1;1;3;0;171000
159564;20;SUMAPAZ;0;NO REGISTRA;LA UNION URBANO;66;0;2022;5;1;4;0;0;1;0;
159565;20;SUMAPAZ;0;NO REGISTRA;LA UNION URBANO;71;0;2022;6;5;1;1;0;4;0;13000
159566;20;SUMAPAZ;0;NO REGISTRA;LAGUNA VERDE;66;0;2022;1;0;1;0;0;0;0;
159567;20;SUMAPAZ;0;NO REGISTRA;LAGUNA VERDE;69;0;2022;29;29;0;15;0;13;1;1784000
159568;20;SUMAPAZ;0;NO REGISTRA;LAGUNA VERDE;71;0;2022;13;13;0;9;0;4;0;3392000
159569;20;SUMAPAZ;0;NO REGISTRA;LAGUNITAS;61;0;2022;4;4;0;3;0;0;1;314000
159570;20;SUMAPAZ;0;NO REGISTRA;LAGUNITAS;61;1;2022;2;1;1;0;0;1;0;
159571;20;SUMAPAZ;0;NO REGISTRA;LAGUNITAS;62;0;2022;1;1;0;0;0;1;0;
159572;20;SUMAPAZ;0;NO REGISTRA;LAGUNITAS;66;0;2022;1;0;1;0;0;0;0;
159573;20;SUMAPAZ;0;NO REGISTRA;LAGUNITAS;69;0;2022;65;65;0;35;0;25;5;4815000
159574;20;SUMAPAZ;0;NO REGISTRA;LAGUNITAS;71;0;2022;21;21;0;11;0;11;0;672000
159575;20;SUMAPAZ;0;NO REGISTRA;LAS ANIMAS;61;0;2022;6;6;0;2;0;1;3;81000
159576;20;SUMAPAZ;0;NO REGISTRA;LAS ANIMAS;61;1;2022;4;4;0;0;0;0;4;
159577;20;SUMAPAZ;0;NO REGISTRA;LAS ANIMAS;61;2;2022;1;1;0;0;0;1;0;
159578;20;SUMAPAZ;0;NO REGISTRA;LAS ANIMAS;62;0;2022;1;1;0;1;0;0;0;29000
159579;20;SUMAPAZ;0;NO REGISTRA;LAS ANIMAS;66;0;2022;3;1;2;0;0;0;1;
159580;20;SUMAPAZ;0;NO REGISTRA;LAS ANIMAS;69;0;2022;58;58;0;46;6;6;0;8388000
159581;20;SUMAPAZ;0;NO REGISTRA;LAS ANIMAS;71;0;2022;5;5;0;3;0;1;1;164000
159582;20;SUMAPAZ;0;NO REGISTRA;LAS AURAS;61;0;2022;5;5;0;4;0;0;1;239000
159583;20;SUMAPAZ;0;NO REGISTRA;LAS AURAS;61;1;2022;2;2;0;1;0;0;1;39000
159584;20;SUMAPAZ;0;NO REGISTRA;LAS AURAS;62;0;2022;1;1;0;0;0;1;0;
159585;20;SUMAPAZ;0;NO REGISTRA;LAS AURAS;66;0;2022;1;0;1;0;0;0;0;
159586;20;SUMAPAZ;0;NO REGISTRA;LAS AURAS;69;0;2022;49;48;1;41;2;3;2;3393000
159587;20;SUMAPAZ;0;NO REGISTRA;LAS AURAS;71;0;2022;11;11;0;9;0;2;0;702000
159588;20;SUMAPAZ;0;NO REGISTRA;LAS PALMAS;61;0;2022;3;3;0;3;0;0;0;83000
159589;20;SUMAPAZ;0;NO REGISTRA;LAS PALMAS;66;0;2022;1;0;1;0;0;0;0;
159590;20;SUMAPAZ;0;NO REGISTRA;LAS PALMAS;69;0;2022;15;15;0;13;0;2;0;1075000
159591;20;SUMAPAZ;0;NO REGISTRA;LAS PALMAS;71;0;2022;6;6;0;4;0;1;1;134000
159592;20;SUMAPAZ;0;NO REGISTRA;LAS SOPAS;61;0;2022;6;6;0;1;0;2;3;342000
159593;20;SUMAPAZ;0;NO REGISTRA;LAS SOPAS;61;1;2022;1;1;0;0;0;1;0;
159594;20;SUMAPAZ;0;NO REGISTRA;LAS SOPAS;66;0;2022;2;0;2;0;0;0;0;
159595;20;SUMAPAZ;0;NO REGISTRA;LAS SOPAS;69;0;2022;16;16;0;9;0;5;2;1763000
159596;20;SUMAPAZ;0;NO REGISTRA;LAS SOPAS;71;0;2022;37;37;0;11;1;19;6;2024000
159597;20;SUMAPAZ;0;NO REGISTRA;LAS SOPAS;72;0;2022;1;1;0;1;0;0;0;191000
159598;20;SUMAPAZ;0;NO REGISTRA;LAS VEGAS;61;0;2022;5;4;1;0;0;2;2;
159599;20;SUMAPAZ;0;NO REGISTRA;LAS VEGAS;66;0;2022;1;0;1;0;0;0;0;
159600;20;SUMAPAZ;0;NO REGISTRA;LAS VEGAS;69;0;2022;20;20;0;5;1;10;4;391000
159601;20;SUMAPAZ;0;NO REGISTRA;LAS VEGAS;71;0;2022;15;15;0;5;1;9;0;279000
159602;20;SUMAPAZ;0;NO REGISTRA;LOS RIOS;61;0;2022;15;15;0;5;2;0;8;858000
159603;20;SUMAPAZ;0;NO REGISTRA;LOS RIOS;62;0;2022;1;1;0;0;0;1;0;
159604;20;SUMAPAZ;0;NO REGISTRA;LOS RIOS;66;0;2022;3;0;3;0;0;0;0;
159605;20;SUMAPAZ;0;NO REGISTRA;LOS RIOS;69;0;2022;37;37;0;24;1;11;1;1255000
159606;20;SUMAPAZ;0;NO REGISTRA;LOS RIOS;71;0;2022;51;51;0;25;0;18;8;970000
159607;20;SUMAPAZ;0;NO REGISTRA;NAZARETH;61;0;2022;2;2;0;2;0;0;0;121000
159608;20;SUMAPAZ;0;NO REGISTRA;NAZARETH;61;1;2022;1;0;1;0;0;0;0;
159609;20;SUMAPAZ;0;NO REGISTRA;NAZARETH;66;0;2022;2;1;1;0;0;1;0;
159610;20;SUMAPAZ;0;NO REGISTRA;NAZARETH;69;0;2022;35;35;0;26;0;8;1;2433000
159611;20;SUMAPAZ;0;NO REGISTRA;NAZARETH;71;0;2022;6;6;0;3;0;3;0;207000
159612;20;SUMAPAZ;0;NO REGISTRA;NAZARETH URBANO;61;1;2022;16;14;2;9;0;6;0;174000
159613;20;SUMAPAZ;0;NO REGISTRA;NAZARETH URBANO;61;2;2022;4;4;0;2;0;2;0;115000
159614;20;SUMAPAZ;0;NO REGISTRA;NAZARETH URBANO;61;3;2022;1;1;0;1;0;0;0;73000
159615;20;SUMAPAZ;0;NO REGISTRA;NAZARETH URBANO;62;0;2022;1;1;0;1;0;0;0;88000
159616;20;SUMAPAZ;0;NO REGISTRA;NAZARETH URBANO;66;0;2022;6;1;5;0;0;0;1;
159617;20;SUMAPAZ;0;NO REGISTRA;NAZARETH URBANO;71;0;2022;2;2;0;2;0;0;0;53000
159618;20;SUMAPAZ;0;NO REGISTRA;NUEVA GRANADA;61;0;2022;5;5;0;2;0;1;2;560000
159619;20;SUMAPAZ;0;NO REGISTRA;NUEVA GRANADA;61;1;2022;3;1;2;1;0;1;0;85000
159620;20;SUMAPAZ;0;NO REGISTRA;NUEVA GRANADA;61;3;2022;2;2;0;0;0;2;0;
159621;20;SUMAPAZ;0;NO REGISTRA;NUEVA GRANADA;66;0;2022;2;0;2;0;0;0;0;
159622;20;SUMAPAZ;0;NO REGISTRA;NUEVA GRANADA;69;0;2022;17;16;1;8;0;5;3;2254000
159623;20;SUMAPAZ;0;NO REGISTRA;NUEVA GRANADA;71;0;2022;33;33;0;3;1;27;2;1072000
159624;20;SUMAPAZ;0;NO REGISTRA;PENALISA;66;0;2022;2;1;1;0;0;0;1;
159625;20;SUMAPAZ;0;NO REGISTRA;PENALISA;69;0;2022;29;29;0;14;0;11;4;329000
159626;20;SUMAPAZ;0;NO REGISTRA;PENALISA;71;0;2022;22;21;1;14;0;7;0;190000
159627;20;SUMAPAZ;0;NO REGISTRA;RAIZAL;61;1;2022;2;2;0;1;0;1;0;26000
159628;20;SUMAPAZ;0;NO REGISTRA;RAIZAL;61;3;2022;1;1;0;1;0;0;0;28000
159629;20;SUMAPAZ;0;NO REGISTRA;RAIZAL;66;0;2022;3;1;2;0;0;0;1;
159630;20;SUMAPAZ;0;NO REGISTRA;RAIZAL;69;0;2022;84;84;0;48;1;33;2;3168000
159631;20;SUMAPAZ;0;NO REGISTRA;RAIZAL;71;0;2022;19;19;0;16;0;3;0;590000
159632;20;SUMAPAZ;0;NO REGISTRA;SAN ANTONIO;61;0;2022;4;4;0;2;1;1;1;507000
159633;20;SUMAPAZ;0;NO REGISTRA;SAN ANTONIO;66;0;2022;1;0;1;0;0;0;0;
159634;20;SUMAPAZ;0;NO REGISTRA;SAN ANTONIO;69;0;2022;10;10;0;3;0;7;0;810000
159635;20;SUMAPAZ;0;NO REGISTRA;SAN ANTONIO;71;0;2022;15;15;0;5;1;7;2;343000
159636;20;SUMAPAZ;0;NO REGISTRA;SAN JOSE;66;0;2022;2;0;2;0;0;0;0;
159637;20;SUMAPAZ;0;NO REGISTRA;SAN JOSE;69;0;2022;3;3;0;1;0;1;1;662000
159638;20;SUMAPAZ;0;NO REGISTRA;SAN JOSE;71;0;2022;16;16;0;3;0;12;1;763000
159639;20;SUMAPAZ;0;NO REGISTRA;SAN JUAN;66;0;2022;5;2;3;1;0;0;1;10000
159640;20;SUMAPAZ;0;NO REGISTRA;SAN JUAN;69;0;2022;40;39;1;23;1;14;1;3278000
159641;20;SUMAPAZ;0;NO REGISTRA;SAN JUAN;71;0;2022;13;12;1;3;1;8;0;1892000
159642;20;SUMAPAZ;0;NO REGISTRA;SAN JUAN URBANO;61;0;2022;1;1;0;1;0;0;0;783000
159643;20;SUMAPAZ;0;NO REGISTRA;SAN JUAN URBANO;61;1;2022;6;6;0;2;0;4;0;33000
159644;20;SUMAPAZ;0;NO REGISTRA;SAN JUAN URBANO;61;2;2022;5;5;0;1;0;3;1;61000
159645;20;SUMAPAZ;0;NO REGISTRA;SAN JUAN URBANO;61;3;2022;6;6;0;2;0;4;0;135000
159646;20;SUMAPAZ;0;NO REGISTRA;SAN JUAN URBANO;62;0;2022;3;3;0;2;0;1;0;201000
159647;20;SUMAPAZ;0;NO REGISTRA;SAN JUAN URBANO;66;0;2022;5;1;4;0;0;0;1;
159648;20;SUMAPAZ;0;NO REGISTRA;SAN JUAN URBANO;71;0;2022;1;1;0;0;0;1;0;
159649;20;SUMAPAZ;0;NO REGISTRA;SANTA ROSA ALTA;61;0;2022;11;11;0;3;0;1;7;226000
159650;20;SUMAPAZ;0;NO REGISTRA;SANTA ROSA ALTA;61;2;2022;1;1;0;0;0;1;0;
159651;20;SUMAPAZ;0;NO REGISTRA;SANTA ROSA ALTA;61;3;2022;1;1;0;0;0;1;0;
159652;20;SUMAPAZ;0;NO REGISTRA;SANTA ROSA ALTA;62;0;2022;3;3;0;2;0;1;0;1025000
159653;20;SUMAPAZ;0;NO REGISTRA;SANTA ROSA ALTA;66;0;2022;1;0;1;0;0;0;0;
159654;20;SUMAPAZ;0;NO REGISTRA;SANTA ROSA ALTA;71;0;2022;7;7;0;5;0;1;1;363000
159655;20;SUMAPAZ;0;NO REGISTRA;SANTA ROSA BAJA;61;0;2022;12;11;1;6;0;2;3;467000
159656;20;SUMAPAZ;0;NO REGISTRA;SANTA ROSA BAJA;62;0;2022;3;2;1;1;0;1;0;359000
159657;20;SUMAPAZ;0;NO REGISTRA;SANTA ROSA BAJA;66;0;2022;3;0;3;0;0;0;0;
159658;20;SUMAPAZ;0;NO REGISTRA;SANTA ROSA BAJA;69;0;2022;7;7;0;6;0;1;0;348000
159659;20;SUMAPAZ;0;NO REGISTRA;SANTA ROSA BAJA;71;0;2022;6;6;0;5;0;1;0;51000
159660;20;SUMAPAZ;0;NO REGISTRA;SANTO DOMINGO;61;0;2022;10;10;0;9;0;1;1;545000
159661;20;SUMAPAZ;0;NO REGISTRA;SANTO DOMINGO;61;1;2022;15;9;6;2;0;6;1;100000
159662;20;SUMAPAZ;0;NO REGISTRA;SANTO DOMINGO;61;2;2022;2;2;0;1;0;1;0;61000
159663;20;SUMAPAZ;0;NO REGISTRA;SANTO DOMINGO;66;0;2022;2;1;1;0;0;0;1;
159664;20;SUMAPAZ;0;NO REGISTRA;SANTO DOMINGO;69;0;2022;42;42;0;35;1;6;2;5104000
159665;20;SUMAPAZ;0;NO REGISTRA;SANTO DOMINGO;71;0;2022;13;13;0;7;0;6;0;304000
159666;20;SUMAPAZ;0;NO REGISTRA;TAQUECITOS;61;0;2022;11;11;0;6;0;0;5;645000
159667;20;SUMAPAZ;0;NO REGISTRA;TAQUECITOS;66;0;2022;1;0;1;0;0;0;0;
159668;20;SUMAPAZ;0;NO REGISTRA;TAQUECITOS;69;0;2022;10;10;0;7;1;2;0;657000
159669;20;SUMAPAZ;0;NO REGISTRA;TAQUECITOS;71;0;2022;33;33;0;22;1;6;4;1690000
159670;20;SUMAPAZ;0;NO REGISTRA;TUNAL ALTO;61;0;2022;1;1;0;0;0;0;1;
159671;20;SUMAPAZ;0;NO REGISTRA;TUNAL ALTO;61;1;2022;4;1;3;0;0;1;0;
159672;20;SUMAPAZ;0;NO REGISTRA;TUNAL ALTO;66;0;2022;1;0;1;0;0;0;0;
159673;20;SUMAPAZ;0;NO REGISTRA;TUNAL ALTO;69;0;2022;45;45;0;28;2;10;5;4295000
159674;20;SUMAPAZ;0;NO REGISTRA;TUNAL ALTO;71;0;2022;27;27;0;13;1;12;1;1187000
159675;20;SUMAPAZ;0;NO REGISTRA;TUNAL BAJO;61;0;2022;5;5;0;2;1;0;2;225000
159676;20;SUMAPAZ;0;NO REGISTRA;TUNAL BAJO;66;0;2022;1;0;1;0;0;0;0;
159677;20;SUMAPAZ;0;NO REGISTRA;TUNAL BAJO;69;0;2022;22;22;0;19;0;3;0;2399000
159678;20;SUMAPAZ;0;NO REGISTRA;TUNAL BAJO;71;0;2022;10;10;0;3;1;6;0;368000
159679;0;NO REGISTRA;0;NO REGISTRA;NO REGISTRA;0;0;2023;2;2;0;0;0;0;2;0
159680;0;NO REGISTRA;0;NO REGISTRA;NO REGISTRA;61;0;2023;13;8;5;0;0;0;8;0
159681;0;NO REGISTRA;0;NO REGISTRA;NO REGISTRA;61;1;2023;5;5;0;0;0;5;0;0
159682;0;NO REGISTRA;0;NO REGISTRA;NO REGISTRA;61;2;2023;14;13;1;10;1;2;0;396000
159683;0;NO REGISTRA;0;NO REGISTRA;NO REGISTRA;66;0;2023;7;0;7;0;0;0;0;0
159684;0;NO REGISTRA;0;NO REGISTRA;NO REGISTRA;67;0;2023;3;3;0;1;1;1;0;45000
159685;0;NO REGISTRA;0;NO REGISTRA;NO REGISTRA;70;0;2023;65;64;1;11;0;4;49;146000
159686;0;NO REGISTRA;0;NO REGISTRA;NO REGISTRA;71;0;2023;59;59;0;6;1;15;38;414844000
